time_sec;F_signal;F_signal_DNA
55860;200.0851002;199.8000814
55920;199.7732826;199.7349916
55980;199.6346971;200.2022433
56040;199.2882331;199.6768757
56100;200.3557752;199.4234904
56160;200.0937618;199.502528
56220;200.0829348;199.5606439
56280;199.6693435;199.5676178
56340;200.1197466;199.6745511
56400;199.7906058;199.5699425
56460;200.3536098;199.655954
56520;200.024469;199.5420468
56580;199.5134347;199.8744697
56640;200.4099102;199.7233684
56700;199.6520203;200.2464113
56760;200.4705414;199.6327076
56820;199.905372;199.381647
56880;199.6476895;199.1747545
56940;200.3341212;200.0023246
57000;199.2600829;200.0627652
57060;200.0634462;199.5769164
57120;200.089431;199.2723891
57180;199.7884404;200.102284
57240;199.7234785;199.9511827
57300;200.0937618;199.5815656
57360;200.1089196;199.5652932
57420;200.2799862;199.7884582
57480;200.316798;199.7907828
57540;199.5697351;199.8767943
57600;200.49003;199.7605626
57660;200.4120756;198.7330737
57720;199.6152085;199.5559947
57780;200.7563741;199.3537514
57840;199.9356876;199.7977567
57900;199.9226952;199.7373162
57960;200.2540014;200.6392747
58020;200.9014559;199.8884175
58080;200.2908132;199.1538327
58140;200.089431;199.5606439
58200;199.7278093;199.3723485
58260;199.8555678;199.1677806
58320;199.6000507;200.9531005
58380;200.9599217;200.1650491
58440;200.8148399;199.5350729
58500;200.0417922;199.90469
58560;199.8598986;199.4188412
58620;200.1825432;200.0790376
58680;200.3297904;200.0069739
58740;200.9772449;200.0581159
58800;199.8988758;200.0
58860;200.0526192;200.2347882
58920;201.0400415;200.0209217
58980;200.3752638;200.4649271
59040;200.5982999;199.7652118
59100;199.959507;199.7791596
59160;200.8148399;199.8465741
59220;200.2475052;199.8070553
59280;200.6979083;199.9418841
59340;200.6481041;199.6931481
59400;200.197701;200.1836462
59460;199.8274176;199.655954
59520;199.905372;199.9349102
59580;199.9118682;200.1162318
59640;200.067777;200.0069739
59700;200.6047961;199.8186784
59760;199.8252522;200.5276922
59820;199.7927712;199.8605219
59880;199.9854918;199.5885395
59940;199.8815526;200.3068519
